person_mal_id,url,website_url,image_url,name,given_name,family_name,birthday,favorites,relevant_location
11,https://myanimelist.net/people/11/Kouichi_Yamadera,N/A,https://cdn.myanimelist.net/images/voiceactors/2/73614.jpg,Kouichi Yamadera,宏一,山寺,1961-06-17T00:00:00+00:00,1574,"New York, USA"
12,https://myanimelist.net/people/12/Steven_Blum,http://www.steveblumvoices.com,https://cdn.myanimelist.net/images/voiceactors/3/45741.jpg,Steven Blum,unknown,unknown,1960-04-29T00:00:00+00:00,7749,"São Paulo, Brazil"
13,https://myanimelist.net/people/13/Ayako_Kawasumi,http://osawa-inc.co.jp/blocks/index/talent00111.html,https://cdn.myanimelist.net/images/voiceactors/2/69419.jpg,Ayako Kawasumi,綾子,川澄,1976-03-30T00:00:00+00:00,4835,"London, UK"
14,https://myanimelist.net/people/14/Megumi_Hayashibara,http://king-cr.jp/artist/hayashi/index.html,https://cdn.myanimelist.net/images/voiceactors/3/63419.jpg,Megumi Hayashibara,めぐみ,林原,1967-03-30T00:00:00+00:00,6563,"Madrid, Spain"
15,https://myanimelist.net/people/15/Junko_Takeuchi,http://ameblo.jp/takeuchi-junko,https://cdn.myanimelist.net/images/voiceactors/1/54677.jpg,Junko Takeuchi,順子,竹内,1972-04-05T00:00:00+00:00,6087,"Los Angeles, USA"
16,https://myanimelist.net/people/16/Noriaki_Sugiyama,N/A,https://cdn.myanimelist.net/images/voiceactors/3/73289.jpg,Noriaki Sugiyama,紀彰,杉山,1974-03-09T00:00:00+00:00,5959,"Nagoya, Japan"
17,https://myanimelist.net/people/17/Akira_Ishida,N/A,https://cdn.myanimelist.net/images/voiceactors/3/62624.jpg,Akira Ishida,彰,石田,1967-11-02T00:00:00+00:00,12803,"Houston, USA"
18,https://myanimelist.net/people/18/Hidekatsu_Shibata,http://www.rme.jp/cactus/,https://cdn.myanimelist.net/images/voiceactors/1/32969.jpg,Hidekatsu Shibata,秀勝,柴田,1937-03-25T00:00:00+00:00,244,"Tokyo, Japan"
19,https://myanimelist.net/people/19/Crispin_Freeman,http://www.crispinfreeman.com/,https://cdn.myanimelist.net/images/voiceactors/3/40664.jpg,Crispin Freeman,unknown,unknown,1972-02-09T00:00:00+00:00,6046,"Madrid, Spain"
20,https://myanimelist.net/people/20/Katsuyuki_Konishi,N/A,https://cdn.myanimelist.net/images/voiceactors/1/69727.jpg,Katsuyuki Konishi,克幸,小西,1973-04-21T00:00:00+00:00,5268,"London, UK"
21,https://myanimelist.net/people/21/Kazuhiko_Inoue,http://www.b-box-box.com/01mens/pf_inoue.html,https://cdn.myanimelist.net/images/voiceactors/3/68015.jpg,Kazuhiko Inoue,和彦,井上,1954-03-26T00:00:00+00:00,3497,"Paris, France"
22,https://myanimelist.net/people/22/Shinichiro_Miki,http://www.miki-ha.com/,https://cdn.myanimelist.net/images/voiceactors/2/70845.jpg,Shinichiro Miki,眞一郎,三木,1968-03-18T00:00:00+00:00,7606,"New York, USA"
23,https://myanimelist.net/people/23/David_Kaye,http://davidkaye.com/,https://cdn.myanimelist.net/images/voiceactors/2/35311.jpg,David Kaye,unknown,unknown,1964-10-14T00:00:00+00:00,185,"Sydney, Australia"
24,https://myanimelist.net/people/24/Minami_Takayama,http://ameblo.jp/number-373,https://cdn.myanimelist.net/images/voiceactors/1/42419.jpg,Minami Takayama,みなみ,高山,1964-05-05T00:00:00+00:00,1362,"Rome, Italy"
25,https://myanimelist.net/people/25/Hiroki_Yasumoto,http://yasumotohiroki.com/,https://cdn.myanimelist.net/images/voiceactors/2/42158.jpg,Hiroki Yasumoto,洋貴,安元,1977-03-16T00:00:00+00:00,1136,"Berlin, Germany"
26,https://myanimelist.net/people/26/Travis_Willingham,http://www.traviswillingham.com/,https://cdn.myanimelist.net/images/voiceactors/2/51804.jpg,Travis Willingham,unknown,unknown,1981-08-03T00:00:00+00:00,1954,"Yokohama, Japan"
27,https://myanimelist.net/people/27/Yukari_Tamura,http://www.tamurayukari.com/,https://cdn.myanimelist.net/images/voiceactors/3/77254.jpg,Yukari Tamura,ゆかり,田村,1976-02-27T00:00:00+00:00,7790,"Chicago, USA"
28,https://myanimelist.net/people/28/Yui_Horie,https://horie-yui.com/,https://cdn.myanimelist.net/images/voiceactors/3/71642.jpg,Yui Horie,由衣,堀江,1976-09-20T00:00:00+00:00,15888,"Tokyo, Japan"
29,https://myanimelist.net/people/29/Mika_Kanai,http://ameblo.jp/mikakanai/,https://cdn.myanimelist.net/images/voiceactors/1/58158.jpg,Mika Kanai,みか,かない,1964-03-18T00:00:00+00:00,263,"Osaka, Japan"
30,https://myanimelist.net/people/30/Souichirou_Hoshi,N/A,https://cdn.myanimelist.net/images/voiceactors/2/75963.jpg,Souichirou Hoshi,総一朗,保志,1972-05-30T00:00:00+00:00,1246,"London, UK"
31,https://myanimelist.net/people/31/Mai_Nakahara,N/A,https://cdn.myanimelist.net/images/voiceactors/1/39949.jpg,Mai Nakahara,麻衣,中原,1981-02-23T00:00:00+00:00,3977,"Paris, France"
32,https://myanimelist.net/people/32/Ai_Nonaka,http://www.starchild.co.jp/artist/nonaka/index.html,https://cdn.myanimelist.net/images/voiceactors/3/76675.jpg,Ai Nonaka,藍,野中,1981-06-08T00:00:00+00:00,1180,"Sydney, Australia"
34,https://myanimelist.net/people/34/Yuu_Kobayashi,http://ameblo.jp/yu-no-jiyu-cho/,https://cdn.myanimelist.net/images/voiceactors/1/54674.jpg,Yuu Kobayashi,ゆう,小林,1982-02-05T00:00:00+00:00,5654,"New York, USA"
35,https://myanimelist.net/people/35/Doug_Smith,http://www.dougsmithart.com/,https://cdn.myanimelist.net/images/voiceactors/1/52.jpg,Doug Smith,unknown,unknown,unknown,242,"New York, USA"
36,https://myanimelist.net/people/36/Wendee_Lee,http://www.wendeelee.com/,https://cdn.myanimelist.net/images/voiceactors/1/35525.jpg,Wendee Lee,unknown,unknown,1960-02-20T00:00:00+00:00,1277,"Chicago, USA"
37,https://myanimelist.net/people/37/Takayuki_Sugou,http://fukuda-and.co/sugo,https://cdn.myanimelist.net/images/voiceactors/2/74518.jpg,Takayuki Sugou,隆之,菅生,1952-08-01T00:00:00+00:00,309,"Yokohama, Japan"
38,https://myanimelist.net/people/38/Kanako_Sakai,http://blog.livedoor.jp/sakai_kanako/,https://cdn.myanimelist.net/images/voiceactors/3/83462.jpg,Kanako Sakai,香奈子,酒井,1986-11-11T00:00:00+00:00,121,"Osaka, Japan"
39,https://myanimelist.net/people/39/Jason_Douglas,N/A,https://cdn.myanimelist.net/images/voiceactors/2/37773.jpg,Jason Douglas,unknown,unknown,unknown,101,"Chicago, USA"
40,https://myanimelist.net/people/40/Mamiko_Noto,N/A,https://cdn.myanimelist.net/images/voiceactors/2/85149.jpg,Mamiko Noto,麻美子,能登,1980-02-06T00:00:00+00:00,8567,"Nagoya, Japan"
41,https://myanimelist.net/people/41/Takako_Honda,http://osawa-inc.co.jp/blocks/index/talent00137.html,https://cdn.myanimelist.net/images/voiceactors/2/49689.jpg,Takako Honda,貴子,本田,1972-08-14T00:00:00+00:00,268,"London, UK"
42,https://myanimelist.net/people/42/Masaya_Matsukaze,http://blog.livedoor.jp/matsu_kaze/,https://cdn.myanimelist.net/images/voiceactors/3/61072.jpg,Masaya Matsukaze,雅也,松風,1976-09-09T00:00:00+00:00,391,"Los Angeles, USA"
43,https://myanimelist.net/people/43/Vic_Mignogna,http://www.vicsworld.net/,https://cdn.myanimelist.net/images/voiceactors/2/29839.jpg,Vic Mignogna,unknown,unknown,1962-08-27T00:00:00+00:00,8176,"Madrid, Spain"
44,https://myanimelist.net/people/44/Maria_Yamamoto,http://www.joqr.co.jp/ag/haniwa,https://cdn.myanimelist.net/images/voiceactors/3/12011.jpg,Maria Yamamoto,麻里安,山本,1981-09-11T00:00:00+00:00,29,"Paris, France"
45,https://myanimelist.net/people/45/Kouji_Ishii,http://tengu.tokyo/kjvoice.html,https://cdn.myanimelist.net/images/voiceactors/3/57334.jpg,Kouji Ishii,康嗣,石井,1960-07-01T00:00:00+00:00,80,"New York, USA"
46,https://myanimelist.net/people/46/Megumi_Takamoto,N/A,https://cdn.myanimelist.net/images/voiceactors/3/11773.jpg,Megumi Takamoto,めぐみ,高本,1985-10-03T00:00:00+00:00,165,"Madrid, Spain"
47,https://myanimelist.net/people/47/Naozumi_Takahashi,http://naozumi.tv/,https://cdn.myanimelist.net/images/voiceactors/3/21623.jpg,Naozumi Takahashi,直純,高橋,1971-12-06T00:00:00+00:00,49,"Berlin, Germany"
48,https://myanimelist.net/people/48/Fumie_Mizusawa,http://blog.excite.co.jp/mizusawafumie/,https://cdn.myanimelist.net/images/voiceactors/3/54947.jpg,Fumie Mizusawa,史絵,水沢,1980-01-09T00:00:00+00:00,25,"New York, USA"
49,https://myanimelist.net/people/49/Yurina_Hase,http://ameblo.jp/yurisii,https://cdn.myanimelist.net/images/voiceactors/2/45817.jpg,Yurina Hase,優里奈,長谷,1979-12-09T00:00:00+00:00,27,"Sapporo, Japan"
50,https://myanimelist.net/people/50/Chieko_Higuchi,http://www.c-avenue.net/,https://cdn.myanimelist.net/images/voiceactors/3/64.jpg,Chieko Higuchi,智恵子,樋口,1981-01-30T00:00:00+00:00,26,"London, UK"
51,https://myanimelist.net/people/51/Kaori_Fukuhara,http://fukuharakaori.jp/,https://cdn.myanimelist.net/images/voiceactors/2/65051.jpg,Kaori Fukuhara,香織,福原,1986-08-11T00:00:00+00:00,245,"Osaka, Japan"
52,https://myanimelist.net/people/52/Emiri_Katou,N/A,https://cdn.myanimelist.net/images/voiceactors/3/69369.jpg,Emiri Katou,英美里,加藤,1983-11-26T00:00:00+00:00,2307,"Yokohama, Japan"
53,https://myanimelist.net/people/53/Minori_Chihara,https://minorichihara.com/,https://cdn.myanimelist.net/images/voiceactors/2/78264.jpg,Minori Chihara,実里,茅原,1980-11-18T00:00:00+00:00,2782,"Tokyo, Japan"
54,https://myanimelist.net/people/54/Aya_Endou,http://blog.excite.co.jp/endo-aya/,https://cdn.myanimelist.net/images/voiceactors/1/73639.jpg,Aya Endou,綾,遠藤,1980-02-17T00:00:00+00:00,1032,"Berlin, Germany"
55,https://myanimelist.net/people/55/Shizuka_Hasegawa,http://yaplog.jp/shizukaburando/index.html,https://cdn.myanimelist.net/images/voiceactors/2/10167.jpg,Shizuka Hasegawa,静香,長谷川,1988-09-16T00:00:00+00:00,15,"London, UK"
56,https://myanimelist.net/people/56/Hiromi_Konno,http://www.aoni.co.jp/actress/ka/konno-hiromi.html,https://cdn.myanimelist.net/images/voiceactors/2/33447.jpg,Hiromi Konno,宏美,今野,1975-09-13T00:00:00+00:00,392,"Paris, France"
57,https://myanimelist.net/people/57/Houko_Kuwashima,N/A,https://cdn.myanimelist.net/images/voiceactors/3/74363.jpg,Houko Kuwashima,法子,桑島,1975-12-12T00:00:00+00:00,1128,"Berlin, Germany"
58,https://myanimelist.net/people/58/Yuuji_Ueda,N/A,https://cdn.myanimelist.net/images/voiceactors/3/55457.jpg,Yuuji Ueda,ゆうじ,うえだ,1967-06-15T00:00:00+00:00,299,"Los Angeles, USA"
59,https://myanimelist.net/people/59/Christian_Bale,N/A,https://cdn.myanimelist.net/images/voiceactors/1/6468.jpg,Christian Bale,unknown,unknown,1974-01-30T00:00:00+00:00,1428,"Houston, USA"
60,https://myanimelist.net/people/60/Rie_Tanaka,http://www.tanaka-rie.com/,https://cdn.myanimelist.net/images/voiceactors/3/85345.jpg,Rie Tanaka,理恵,田中,1979-01-03T00:00:00+00:00,3460,"Osaka, Japan"
61,https://myanimelist.net/people/61/Chiwa_Saitou,N/A,https://cdn.myanimelist.net/images/voiceactors/3/79603.jpg,Chiwa Saitou,千和,斎藤,1981-03-12T00:00:00+00:00,10510,"Osaka, Japan"
62,https://myanimelist.net/people/62/Junko_Minagawa,N/A,https://cdn.myanimelist.net/images/voiceactors/2/78071.jpg,Junko Minagawa,純子,皆川,1975-11-22T00:00:00+00:00,1386,"London, UK"
63,https://myanimelist.net/people/63/Keiji_Fujiwara,http://www.air-agency.co.jp/talent/fujiwara.html,https://cdn.myanimelist.net/images/voiceactors/3/57226.jpg,Keiji Fujiwara,啓治,藤原,1964-10-05T00:00:00+00:00,4442,"Chicago, USA"
64,https://myanimelist.net/people/64/Hiroki_Takahashi,N/A,https://cdn.myanimelist.net/images/voiceactors/3/57086.jpg,Hiroki Takahashi,広樹,高橋,1974-09-07T00:00:00+00:00,1181,"Houston, USA"
65,https://myanimelist.net/people/65/Mamoru_Miyano,http://miyanomamoru.com/,https://cdn.myanimelist.net/images/voiceactors/1/66414.jpg,Mamoru Miyano,真守,宮野,1983-06-08T00:00:00+00:00,92366,"Paris, France"
66,https://myanimelist.net/people/66/Akiko_Hiramatsu,N/A,https://cdn.myanimelist.net/images/voiceactors/2/13659.jpg,Akiko Hiramatsu,晶子,平松,1967-08-31T00:00:00+00:00,39,"London, UK"
67,https://myanimelist.net/people/67/Kappei_Yamaguchi,http://kappei59.exblog.jp/,https://cdn.myanimelist.net/images/voiceactors/2/74474.jpg,Kappei Yamaguchi,勝平,山口,1965-05-23T00:00:00+00:00,5762,"Houston, USA"
68,https://myanimelist.net/people/68/Kouji_Yusa,N/A,https://cdn.myanimelist.net/images/voiceactors/3/44651.jpg,Kouji Yusa,浩二,遊佐,1968-08-12T00:00:00+00:00,1451,"Houston, USA"
69,https://myanimelist.net/people/69/Julie_Ann_Taylor,https://www.linkedin.com/in/julieanntaylor,https://cdn.myanimelist.net/images/voiceactors/1/39079.jpg,Julie Ann Taylor,unknown,unknown,1966-01-29T00:00:00+00:00,36,"New York, USA"
70,https://myanimelist.net/people/70/Ami_Koshimizu,http://columbia.jp/koshimizuami/,https://cdn.myanimelist.net/images/voiceactors/3/68022.jpg,Ami Koshimizu,亜美,小清水,1986-02-15T00:00:00+00:00,5566,"Tokyo, Japan"
71,https://myanimelist.net/people/71/Tomoko_Kawakami,N/A,https://cdn.myanimelist.net/images/voiceactors/1/10138.jpg,Tomoko Kawakami,とも子,川上,1970-04-25T00:00:00+00:00,452,"Los Angeles, USA"
72,https://myanimelist.net/people/72/Ai_Shimizu,http://bewe.sc/ai_shimizu,https://cdn.myanimelist.net/images/voiceactors/3/12623.jpg,Ai Shimizu,愛,清水,1981-03-26T00:00:00+00:00,312,"Nagoya, Japan"
73,https://myanimelist.net/people/73/Yuki_Matsuoka,N/A,https://cdn.myanimelist.net/images/voiceactors/2/70850.jpg,Yuki Matsuoka,由貴,松岡,1970-09-13T00:00:00+00:00,779,"Los Angeles, USA"
74,https://myanimelist.net/people/74/Kenji_Nojima,http://www.nojimakenji.com/,https://cdn.myanimelist.net/images/voiceactors/3/46155.jpg,Kenji Nojima,健児,野島,1976-03-16T00:00:00+00:00,1073,"Madrid, Spain"
75,https://myanimelist.net/people/75/Mayumi_Tanaka,N/A,https://cdn.myanimelist.net/images/voiceactors/3/73373.jpg,Mayumi Tanaka,真弓,田中,1955-01-15T00:00:00+00:00,8123,"Nagoya, Japan"
76,https://myanimelist.net/people/76/Akemi_Okamura,N/A,https://cdn.myanimelist.net/images/voiceactors/1/83644.jpg,Akemi Okamura,明美,岡村,1969-03-12T00:00:00+00:00,1013,"Tokyo, Japan"
77,https://myanimelist.net/people/77/Masumi_Asano,http://www.masumin.net/,https://cdn.myanimelist.net/images/voiceactors/2/57708.jpg,Masumi Asano,真澄,浅野,1977-08-25T00:00:00+00:00,125,"Sapporo, Japan"
78,https://myanimelist.net/people/78/Kaori_Nazuka,http://blog.excite.co.jp/kamosan,https://cdn.myanimelist.net/images/voiceactors/3/67835.jpg,Kaori Nazuka,佳織,名塚,1985-04-24T00:00:00+00:00,1501,"Sapporo, Japan"
79,https://myanimelist.net/people/79/Takahiro_Sakurai,N/A,https://cdn.myanimelist.net/images/voiceactors/1/85504.jpg,Takahiro Sakurai,孝宏,櫻井,1974-06-13T00:00:00+00:00,25147,"London, UK"
80,https://myanimelist.net/people/80/Aya_Hisakawa,N/A,https://cdn.myanimelist.net/images/voiceactors/1/55009.jpg,Aya Hisakawa,綾,久川,1968-11-12T00:00:00+00:00,604,"Houston, USA"
81,https://myanimelist.net/people/81/Nana_Mizuki,http://www.mizukinana.jp/,https://cdn.myanimelist.net/images/voiceactors/2/79687.jpg,Nana Mizuki,奈々,水樹,1980-01-21T00:00:00+00:00,11914,"Berlin, Germany"
82,https://myanimelist.net/people/82/Romi_Park,http://www.romi-park.com/,https://cdn.myanimelist.net/images/voiceactors/1/54602.jpg,Romi Park,璐美,朴,1972-01-22T00:00:00+00:00,18277,"London, UK"
84,https://myanimelist.net/people/84/Norio_Wakamoto,N/A,https://cdn.myanimelist.net/images/voiceactors/3/72590.jpg,Norio Wakamoto,規夫,若本,1945-10-18T00:00:00+00:00,7151,"Los Angeles, USA"
85,https://myanimelist.net/people/85/Michelle_Ruff,http://www.voiceofmichelleruff.com/,https://cdn.myanimelist.net/images/voiceactors/2/14799.jpg,Michelle Ruff,unknown,unknown,1967-09-22T00:00:00+00:00,1184,"Berlin, Germany"
86,https://myanimelist.net/people/86/Jun_Fukuyama,https://ameblo.jp/junfukuyama/,https://cdn.myanimelist.net/images/voiceactors/2/82978.jpg,Jun Fukuyama,潤,福山,1978-11-26T00:00:00+00:00,34964,"Yokohama, Japan"
87,https://myanimelist.net/people/87/Daisuke_Namikawa,http://stay-luck.com/daisuke-namikawa,https://cdn.myanimelist.net/images/voiceactors/3/54499.jpg,Daisuke Namikawa,大輔,浪川,1976-04-02T00:00:00+00:00,13328,"Tokyo, Japan"
88,https://myanimelist.net/people/88/Miyu_Irino,N/A,https://cdn.myanimelist.net/images/voiceactors/2/80313.jpg,Miyu Irino,自由,入野,1988-02-19T00:00:00+00:00,3732,"Osaka, Japan"
89,https://myanimelist.net/people/89/Yui_Makino,http://www.yuiyuimakino.com/,https://cdn.myanimelist.net/images/voiceactors/1/81987.jpg,Yui Makino,由依,牧野,1986-01-19T00:00:00+00:00,1514,"Paris, France"
90,https://myanimelist.net/people/90/Maaya_Sakamoto,https://www.jvcmusic.co.jp/maaya/index.html,https://cdn.myanimelist.net/images/voiceactors/2/65911.jpg,Maaya Sakamoto,真綾,坂本,1980-03-31T00:00:00+00:00,17251,"Los Angeles, USA"
91,https://myanimelist.net/people/91/Jouji_Nakata,N/A,https://cdn.myanimelist.net/images/voiceactors/2/44266.jpg,Jouji Nakata,譲治,中田,1954-04-22T00:00:00+00:00,7828,"Yokohama, Japan"
92,https://myanimelist.net/people/92/Sayaka_Ohara,http://www.sayaka-ohara.jp,https://cdn.myanimelist.net/images/voiceactors/1/54698.jpg,Sayaka Ohara,さやか,大原,1975-12-06T00:00:00+00:00,4008,"Chicago, USA"
93,https://myanimelist.net/people/93/Shizuka_Itou,N/A,https://cdn.myanimelist.net/images/voiceactors/1/54675.jpg,Shizuka Itou,静,伊藤,1980-12-05T00:00:00+00:00,5793,"Osaka, Japan"
94,https://myanimelist.net/people/94/Akeno_Watanabe,N/A,https://cdn.myanimelist.net/images/voiceactors/1/17129.jpg,Akeno Watanabe,明乃,渡辺,1982-11-18T00:00:00+00:00,692,"London, UK"
95,https://myanimelist.net/people/95/Junichi_Suwabe,http://ameblo.jp/zenraojisan,https://cdn.myanimelist.net/images/voiceactors/3/66059.jpg,Junichi Suwabe,順一,諏訪部,1972-03-29T00:00:00+00:00,28528,"Los Angeles, USA"
96,https://myanimelist.net/people/96/Nobutoshi_Canna,http://www.aoni.co.jp/actor/ka/kanna-nobutoshi.html,https://cdn.myanimelist.net/images/voiceactors/2/17561.jpg,Nobutoshi Canna,延年,神奈,1968-06-10T00:00:00+00:00,778,"New York, USA"
97,https://myanimelist.net/people/97/Kousuke_Toriumi,N/A,https://cdn.myanimelist.net/images/voiceactors/2/56756.jpg,Kousuke Toriumi,浩輔,鳥海,1973-05-16T00:00:00+00:00,2165,"Sapporo, Japan"
98,https://myanimelist.net/people/98/Wataru_Hatano,https://hatanowataru.dive2ent.com/,https://cdn.myanimelist.net/images/voiceactors/3/64697.jpg,Wataru Hatano,渉,羽多野,1982-03-13T00:00:00+00:00,1279,"London, UK"
99,https://myanimelist.net/people/99/Miyuki_Sawashiro,N/A,https://cdn.myanimelist.net/images/voiceactors/2/65500.jpg,Miyuki Sawashiro,みゆき,沢城,1985-06-02T00:00:00+00:00,41154,"New York, USA"
100,https://myanimelist.net/people/100/Atsuko_Tanaka,http://cafe-centralpark.at.webry.info,https://cdn.myanimelist.net/images/voiceactors/2/63410.jpg,Atsuko Tanaka,敦子,田中,1962-11-14T00:00:00+00:00,1542,"Tokyo, Japan"
101,https://myanimelist.net/people/101/Yukimasa_Obi,http://www.81produce.co.jp/manjr/obiyukimasa.html,https://cdn.myanimelist.net/images/voiceactors/1/80130.jpg,Yukimasa Obi,元政,小尾,1978-09-22T00:00:00+00:00,1,"Osaka, Japan"
102,https://myanimelist.net/people/102/Masayuki_Katou,http://ameblo.jp/actkatokichi-1972/,https://cdn.myanimelist.net/images/voiceactors/1/39880.jpg,Masayuki Katou,将之,加藤,1972-09-23T00:00:00+00:00,166,"Mumbai, India"
103,https://myanimelist.net/people/103/Kujira,N/A,https://cdn.myanimelist.net/images/voiceactors/3/79691.jpg,Kujira,くじら,unknown,1961-04-01T00:00:00+00:00,270,"Rome, Italy"
104,https://myanimelist.net/people/104/Yuuji_Kishi,http://yuji-kishi.jp/,https://cdn.myanimelist.net/images/voiceactors/3/41512.jpg,Yuuji Kishi,祐二,岸,1970-09-28T00:00:00+00:00,11,"Paris, France"
105,https://myanimelist.net/people/105/Yuuko_Gotou,http://www.axl-one.com/talent/goto.html,https://cdn.myanimelist.net/images/voiceactors/2/72328.jpg,Yuuko Gotou,邑子,後藤,1975-08-28T00:00:00+00:00,898,"Nagoya, Japan"
106,https://myanimelist.net/people/106/Yuki_Masuda,N/A,https://cdn.myanimelist.net/images/voiceactors/1/61048.jpg,Yuki Masuda,ゆき,増田,1973-02-09T00:00:00+00:00,4,"Sydney, Australia"
107,https://myanimelist.net/people/107/Sayaka_Aoki,http://coji.coji.jp/sayaka/top.htm,https://cdn.myanimelist.net/images/voiceactors/1/20871.jpg,Sayaka Aoki,さやか,あおき,1972-10-19T00:00:00+00:00,147,"Berlin, Germany"
108,https://myanimelist.net/people/108/Mayo_Suzukaze,http://ameblo.jp/suzukaze-mayo,https://cdn.myanimelist.net/images/voiceactors/1/35433.jpg,Mayo Suzukaze,真世,涼風,1960-09-11T00:00:00+00:00,216,"Paris, France"
109,https://myanimelist.net/people/109/Ken_Narita,N/A,https://cdn.myanimelist.net/images/voiceactors/2/25305.jpg,Ken Narita,剣,成田,1964-05-18T00:00:00+00:00,351,"Los Angeles, USA"
110,https://myanimelist.net/people/110/Haruka_Kudou,https://kdharoom.com/,https://cdn.myanimelist.net/images/voiceactors/1/75667.jpg,Haruka Kudou,晴香,工藤,1989-03-16T00:00:00+00:00,424,"Sapporo, Japan"
111,https://myanimelist.net/people/111/Ryou_Hirohashi,http://www.aoni.co.jp/actress/ha/hirohashi-ryo.html,https://cdn.myanimelist.net/images/voiceactors/2/70751.jpg,Ryou Hirohashi,涼,広橋,1977-08-05T00:00:00+00:00,756,"Osaka, Japan"
112,https://myanimelist.net/people/112/Hikaru_Midorikawa,http://hikaru23.hatenablog.com/,https://cdn.myanimelist.net/images/voiceactors/3/76155.jpg,Hikaru Midorikawa,光,緑川,1968-05-02T00:00:00+00:00,4153,"Rome, Italy"
113,https://myanimelist.net/people/113/Rikiya_Koyama,N/A,https://cdn.myanimelist.net/images/voiceactors/1/54010.jpg,Rikiya Koyama,力也,小山,1963-12-18T00:00:00+00:00,4302,"Los Angeles, USA"
114,https://myanimelist.net/people/114/Daisuke_Kirii,http://osawa-inc.co.jp/blocks/index/talent00025.html,https://cdn.myanimelist.net/images/voiceactors/1/12860.jpg,Daisuke Kirii,大介,桐井,1975-07-23T00:00:00+00:00,33,"Yokohama, Japan"
115,https://myanimelist.net/people/115/Sakura_Tange,http://www.sakura-alamode.com/,https://cdn.myanimelist.net/images/voiceactors/1/44482.jpg,Sakura Tange,桜,丹下,1973-03-24T00:00:00+00:00,675,"New York, USA"
116,https://myanimelist.net/people/116/Kana_Ueda,http://www.uedakana.com/,https://cdn.myanimelist.net/images/voiceactors/2/67826.jpg,Kana Ueda,佳奈,植田,1980-06-09T00:00:00+00:00,3118,"San Francisco, USA"
117,https://myanimelist.net/people/117/Mai_Kadowaki,http://ameblo.jp/maitablog/,https://cdn.myanimelist.net/images/voiceactors/3/68017.jpg,Mai Kadowaki,舞以,門脇,1980-09-08T00:00:00+00:00,842,"Yokohama, Japan"
118,https://myanimelist.net/people/118/Hiroshi_Kamiya,N/A,https://cdn.myanimelist.net/images/voiceactors/1/66163.jpg,Hiroshi Kamiya,浩史,神谷,1975-01-28T00:00:00+00:00,108157,"Madrid, Spain"
119,https://myanimelist.net/people/119/Yuu_Asakawa,https://ameblo.jp/tacit,https://cdn.myanimelist.net/images/voiceactors/2/54912.jpg,Yuu Asakawa,悠,浅川,1975-03-20T00:00:00+00:00,1261,"Paris, France"
