mal_id,title,title_japanese,url,image_url,type,status,score,scored_by,start_date,end_date,synopsis,rank,popularity,members,favorites,genres,studios,themes,demographics,source,rating,episodes,season,year,producers,explicit_genres,licensors,streaming
873,.hack//Roots,.hack//Roots,https://myanimelist.net/anime/873/hack__Roots,https://cdn.myanimelist.net/images/anime/3/13050.jpg,TV,Finished Airing,6.85,36216.0,2006-04-06T00:00:00+00:00,2006-09-28T00:00:00+00:00,"After the termination of the incredibly popular virtual reality MMORPG ""The World,"" a new version of the game—The World R:2—is brought online. On his first day in the game, newcomer Haseo thinks he has made some friends to quest with. However, as if mocking his sentiments, they kill his character just for fun. Luckily, he is saved by a mysterious, one-armed player named Ovan who offers to show him around The World. 

Alongside Ovan and his cleric friend Shino, Haseo enjoys a wonderful first year in the game. But this peaceful life is shattered when Shino's character is killed by a familiar figure notoriously known as Tri-Edge, whose victims have all fallen into comas in the real world. In a fit of rage, Haseo vows to find the elusive Tri-Edge and kill him.

Taking place during Haseo's first year in The World, .hack//Roots explores the friendships Haseo built in the game before Tri-Edge ripped them away.

[Written by MAL Rewrite]",5197.0,2718,76863,235,"['Adventure', 'Drama', 'Fantasy']",['Bee Train'],['Video Game'],[],Original,PG-13 - Teens 13 or older,26.0,spring,2006.0,"['TV Tokyo', 'Bandai Visual', 'CyberConnect2']",[],"['Funimation', 'Bandai Entertainment']",['Hulu']
48,.hack//Sign,.hack//SIGN,https://myanimelist.net/anime/48/hack__Sign,https://cdn.myanimelist.net/images/anime/1443/94665.jpg,TV,Finished Airing,6.94,86861.0,2002-04-04T00:00:00+00:00,2002-09-26T00:00:00+00:00,"A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, the Crimson Knights suspects him of being a hacker, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way.

As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a ""guardian,"" which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand.

[Written by MAL Rewrite]",4745.0,1393,191204,1456,"['Adventure', 'Fantasy', 'Mystery']",['Bee Train'],['Video Game'],[],Original,PG-13 - Teens 13 or older,26.0,spring,2002.0,"['Bandai Visual', 'Yomiko Advertising', 'Bandai', 'CyberConnect2']",[],"['Funimation', 'Bandai Entertainment']",['Hulu']
298,.hack//Tasogare no Udewa Densetsu,.hack//黄昏の腕輪伝説,https://myanimelist.net/anime/298/hack__Tasogare_no_Udewa_Densetsu,https://cdn.myanimelist.net/images/anime/4/78321.jpg,TV,Finished Airing,6.55,36190.0,2003-01-09T00:00:00+00:00,2003-03-27T00:00:00+00:00,"Winning the legendary characters ""Kite"" and ""Black Rose"" from an event held by the creators of the MMORPG ""The World,"" Shugo and his twin sister Rena step into ""The World."" Together, they complete events and quests, along with their new friends Ouka, Mirelle, Hotaru, and Sanjuro. Soon after, mysterious monsters appear, and death by these monsters causes players to slip into a coma in the real world. Only Shugo and Rena can solve this problem, but why are they being targeted, and what secrets is the game hiding?

[Written by MAL Rewrite]",6928.0,2864,70526,139,"['Adventure', 'Comedy', 'Fantasy']",['Bee Train'],['Video Game'],['Shounen'],Manga,PG-13 - Teens 13 or older,12.0,winter,2003.0,"['Bandai Visual', 'Yomiko Advertising']",[],"['Funimation', 'Bandai Entertainment']",['Crunchyroll']
1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,.hack//黄昏の腕輪伝説 オフラインで会いましょう,https://myanimelist.net/anime/1994/hack__Tasogare_no_Udewa_Densetsu__Offline_de_Aimashou,https://cdn.myanimelist.net/images/anime/2/44554.jpg,Special,Finished Airing,6.11,4813.0,2003-10-24T00:00:00+00:00,,It's a short story about the characters from .hack// Legend of the Twilight meeting offline. It's more to hear than to see. It shows only backgrounds from the real world with the heads of the charater-game-avatars; but it reveals some interesting real life informations about the characters.,9595.0,6399,12427,5,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",[],['Video Game'],[],Manga,PG - Children,1.0,,,['Bee Train'],[],[],[]
11375,.hack//The Movie: Sekai no Mukou ni,.hack//The Movie セカイの向こうに,https://myanimelist.net/anime/11375/hack__The_Movie__Sekai_no_Mukou_ni,https://cdn.myanimelist.net/images/anime/2/35633.jpg,Movie,Finished Airing,7.04,8035.0,2012-01-21T00:00:00+00:00,,"In 2024, the computer network prevails throughout daily life. Sora Yuuki is a 14-year-old girl. One day, she is invited to an online game ""The World"". After an accident in the game, the real world begins to deform.",4319.0,5376,19378,23,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Sci-Fi']","['CyberConnect2', 'Anima']",['Video Game'],[],Game,PG-13 - Teens 13 or older,1.0,,,"['Bandai', 'flying DOG', 'Asmik Ace']",[],[],[]
1487,.hack//Unison,.hack//Unison,https://myanimelist.net/anime/1487/hack__Unison,https://cdn.myanimelist.net/images/anime/2/23078.jpg,Special,Finished Airing,6.62,11888.0,2003-10-24T00:00:00+00:00,,"Somewhere in the MMORPG called ""The World,"" a group is gathered at a pub, awaiting the start of an event. There, old friends and acquaintances are reunited, including those who rarely log on. Some are even forging new relationships for the first time. Together, invited by the hacker Helba, the group leaves for the event in the Net Slums where a celebration awaits them all.

[Written by MAL Rewrite]",6558.0,4847,24988,15,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Bee Train'],['Video Game'],[],Original,PG-13 - Teens 13 or older,1.0,,,"['Bandai Visual', 'Bandai']",[],['Bandai Entertainment'],[]
15219,.hack//Versus: The Thanatos Report,.hack//Versus タナトスレポート,https://myanimelist.net/anime/15219/hack__Versus__The_Thanatos_Report,https://cdn.myanimelist.net/images/anime/10/42325.jpg,Special,Finished Airing,6.3,2664.0,2012-06-28T00:00:00+00:00,,"Bundled along with a free game, .hack//Versus, on the .hack//Sekai no Mukou ni Blu-ray disc, is a special called ""The Thanatos Report"". This special connects the events of the game with the events of the movie and ""reveal the last truth"". The protagonist of the special is David; a character who also appears in the main movie. The special takes place in both 2024 (the year in which the movie takes place) and 2025 (the year in which the game .hack//Versus takes place). 

(Source: AnimeReviews.co)",8471.0,7722,7827,2,"['Action', 'Sci-Fi']",['Anima'],['Video Game'],[],Game,PG-13 - Teens 13 or older,1.0,,,[],[],[],[]
47653,0 Hao Sushe,0号宿舍,https://myanimelist.net/anime/47653/0_Hao_Sushe,https://cdn.myanimelist.net/images/anime/1832/127205.jpg,ONA,Finished Airing,,,2018-09-28T00:00:00+00:00,2018-12-28T00:00:00+00:00,,19601.0,21381,254,0,"['Comedy', 'Fantasy']",[],['Anthropomorphic'],[],Original,G - All Ages,14.0,,,"['Hong Ying Animation', 'Changchun Feiyu Animation Co., Ltd', 'Beijing Zhaolong Culture Media Co., Ltd.']",[],[],[]
52399,0 Man,0マン,https://myanimelist.net/anime/52399/0_Man,https://cdn.myanimelist.net/images/anime/1870/125395.jpg,Special,Finished Airing,,,1968-01-01T00:00:00+00:00,,"This sci-fi story centers around Ricky, a Zero Man raised by humans in Tokyo. Zero Men are very similar to humans, but their intelligence and strength is far greater, while also sharing similar characteristics to squirrels. When Ricky finds out that the Zero Men are planning to go to war with the human race, it’s up to him to try and put a stop to the conflict and save his adopted family.

(Source: Lost Media Wiki)",19602.0,20862,283,0,"['Action', 'Sci-Fi']",['Mushi Production'],['Military'],['Shounen'],Manga,G - All Ages,1.0,,,[],[],[],[]
58985,0-saiji Start Dash Monogatari,0歳児スタートダッシュ物語,https://myanimelist.net/anime/58985/0-saiji_Start_Dash_Monogatari,https://cdn.myanimelist.net/images/anime/1973/144062.jpg,TV,Finished Airing,5.43,2530.0,2024-07-07T00:00:00+00:00,2024-09-22T00:00:00+00:00,"A woman in her thirties, who is enthusiastic about games, is reincarnated in another world. Born into the noble Carol family as Lilia, she could not be happier when she finds out that this world hosts magic. Despite being an infant, she quickly learns different skills and magic by using her gaming knowledge and memories from her previous life. To make the most of her new life, Lilia sets her sights on becoming a strong adventurer!

[Written by MAL Rewrite]",12703.0,6424,12263,24,"['Adventure', 'Fantasy']",[],"['Isekai', 'Reincarnation']",[],Manga,PG-13 - Teens 13 or older,12.0,summer,2024.0,[],[],[],[]
60425,0-saiji Start Dash Monogatari Season 2,0歳児スタートダッシュ物語 シーズン2,https://myanimelist.net/anime/60425/0-saiji_Start_Dash_Monogatari_Season_2,https://cdn.myanimelist.net/images/anime/1635/148561.jpg,TV,Finished Airing,5.63,1080.0,2025-01-05T00:00:00+00:00,2025-03-23T00:00:00+00:00,"After reincarnating from her previous life as an office worker and avid gamer, Lilia Carol grew and gained friends in her new world. During her fifth birthday, she met the handsome Elk von Luxel, who left her entranced. She normally has no issue maintaining her composure, but his presence manages to distract Lilia from her usual magic practice. As their paths continue to cross, a friendship blooms between them.

[Written by MAL Rewrite]",12053.0,9660,4376,10,"['Adventure', 'Fantasy']",[],"['Isekai', 'Reincarnation']",[],Manga,PG-13 - Teens 13 or older,12.0,winter,2025.0,[],[],[],[]
12763,0-sen Hayato,0戦はやと,https://myanimelist.net/anime/12763/0-sen_Hayato,https://cdn.myanimelist.net/images/anime/6/35847.jpg,TV,Finished Airing,5.96,252.0,1964-01-21T00:00:00+00:00,1964-10-27T00:00:00+00:00,"The adventures of a zero fighter pilot during World War II. 

(Source: AniDB)",10408.0,13844,1271,4,[],[],"['Historical', 'Military']",[],Manga,PG-13 - Teens 13 or older,38.0,winter,1964.0,['P Productions'],[],[],[]
33978,0-sen Hayato Pilot,0戦はやと 奇襲,https://myanimelist.net/anime/33978/0-sen_Hayato_Pilot,https://cdn.myanimelist.net/images/anime/3/81775.jpg,OVA,Finished Airing,5.73,159.0,1985-01-01T00:00:00+00:00,,The pilot episode of 0-sen Hayato released only on VHS and Betamax. Chronologically it is considered the 1st episode of the franchise.,11573.0,17222,554,0,[],[],"['Historical', 'Military']",[],Manga,PG-13 - Teens 13 or older,1.0,,,[],[],[],[]
29978,001,001,https://myanimelist.net/anime/29978/001,https://cdn.myanimelist.net/images/anime/12/81163.jpg,ONA,Finished Airing,3.36,11574.0,2013-02-07T00:00:00+00:00,,"Amid a flurry of rain, a windshield wiper remains undeterred even by the unavoidable prospect of death.

[Written by MAL Rewrite]",14292.0,5751,16265,6,['Comedy'],[],[],[],Original,G - All Ages,1.0,,,[],[],[],[]
11755,009 Re:Cyborg,009 RE:CYBORG,https://myanimelist.net/anime/11755/009_Re_Cyborg,https://cdn.myanimelist.net/images/anime/9/40189.jpg,Movie,Finished Airing,6.43,7156.0,2012-10-27T00:00:00+00:00,,"Nine regular humans from different parts of the world are abducted and transformed into cyborgs with astounding powers for the purpose of being used as weapons. The nine cyborgs rebel and start to fight against their creators in the name of justice and world peace. Decades later, the nine cyborgs seem to be untouched by time, but they live in a world where ""justice"" has as many nuances as the number of people living on the planet. What is their place in the world now? 

""In the beginning was the Voice, and the word was Him; and all obeyed His word in great awe. But those who dwelt upon the land, through vanity, cunning and greed, attempted to build a multitude of towers whose tops reached unto heaven, and accumulated great wealth on earth. Scattering across the land and laying it to waste, man turned a deaf ear to His Voice. So He gave unto man an opportunity to atone for his misdeeds; and flame and smoke and the roar of a lion descended upon earth; and shattered the many towers to dust...."" 

(Source: Production I.G Official Website)",7686.0,5185,21291,33,"['Action', 'Adventure', 'Sci-Fi']","['Production I.G', 'SANZIGEN']",['Mecha'],[],Manga,PG-13 - Teens 13 or older,1.0,,,"['Nippon Television Network', 'Ishimori Pro']",[],"['Funimation', 'NYAV Post']",[]
32737,009 Re:Cyborg x Zip,サイボーグ009 × 日テレ「ZIP!」,https://myanimelist.net/anime/32737/009_Re_Cyborg_x_Zip,https://cdn.myanimelist.net/images/anime/6/78556.jpg,CM,Finished Airing,5.1,579.0,2012-10-15T00:00:00+00:00,2012-10-26T00:00:00+00:00,"A series of animated shorts done in collaboration with Zip!, a daily morning show.",,12780,1721,3,['Comedy'],[],['Super Power'],[],Manga,G - All Ages,10.0,,,['Nippon Television Network'],[],[],[]
1583,009-1,ゼロゼロナインワン,https://myanimelist.net/anime/1583/009-1,https://cdn.myanimelist.net/images/anime/11/19998.jpg,TV,Finished Airing,6.2,7732.0,2006-10-06T00:00:00+00:00,2006-12-22T00:00:00+00:00,"Mylene Hoffman, a beautiful cyborg spy with the codename ""009-1"" lives in an alternative world where the cold war never ended, continuously on-going for 140 years. The world is split into two factions, the West and the East block. A masquerade of peace between the two is slowly dissipated as the conflict occurs. Through politics, the two factions battle over supremacy over technology to threats of a nuclear attack. Mylene Hoffman, teaming up with three other agent, gets surrounded by deception, chaos, and rivalry as she carries out missions assigned by her superiors.

[Written by MAL Rewrite]",9067.0,4972,23486,30,"['Action', 'Sci-Fi']",['Ishimori Entertainment'],['Mecha'],['Seinen'],Manga,R - 17+ (violence & profanity),12.0,fall,2006.0,"['Aniplex', 'TBS', 'Sony Music Entertainment']",[],"['ADV Films', 'Funimation']",[]
3234,009-1: R&B,Mission:Extra:「R&B」,https://myanimelist.net/anime/3234/009-1__R_B,https://cdn.myanimelist.net/images/anime/6/23353.jpg,Special,Finished Airing,6.26,2400.0,2007-04-25T00:00:00+00:00,,"Mylene Hoffman, also known by the code name ""009-1,"" is a beautiful cyborg spy. Instructed by her superior ""Number Zero,"" she is assigned to eliminate a Jazz musician who is suspected to be a double agent. However, as she gets closer to the musician, she begins to slowly loses suspicions. Can she complete the mission before she falls in love?

[Written by MAL Rewrite]",8741.0,8581,6043,6,"['Action', 'Sci-Fi']",['Ishimori Entertainment'],[],['Seinen'],Manga,R - 17+ (violence & profanity),1.0,,,['Aniplex'],[],"['ADV Films', 'Funimation']",[]
28761,00:08,00:08,https://myanimelist.net/anime/28761/00_08,https://cdn.myanimelist.net/images/anime/4/69727.jpg,Movie,Finished Airing,4.95,6507.0,2014-06-08T00:00:00+00:00,,"A man enjoys a drink over and over and over again, for eight seconds each time. At first, it seems like every drink is the same. But with every sip, something changes, making things a little more intriguing each time.

[Written by MAL Rewrite]",13696.0,6918,10347,20,['Avant Garde'],[],[],[],Original,G - All Ages,1.0,,,['Geidai Animation'],[],[],[]
5525,07-Ghost,セブンゴースト,https://myanimelist.net/anime/5525/07-Ghost,https://cdn.myanimelist.net/images/anime/3/22605.jpg,TV,Finished Airing,7.18,107059.0,2009-04-07T00:00:00+00:00,2009-09-22T00:00:00+00:00,"Barsburg Empire's Military Academy is known for training elites who bring victory to the empire. Students of the academy freely utilize an ability called ""Zaiphon"" to fight, while the types of Zaiphon usable depends on the nature of the soldier.

Teito Klein, a student at the academy, is one of the most promising soldiers produced. Although ridiculed by everyone for being a sklave (German for slave) with no memories of his past, he is befriended by a fellow student called Mikage. While preparing for the final exam, Teito uncovers a dark secret related to his past. When an attempt to assassinate Ayanami, a high-ranking official who killed his father, fails, Teito is locked away awaiting punishment.

Only wanting the best for Teito, Mikage helps him escape. Teito ends up at the 7th District Church where he is taken in by the bishops. It is here that Teito attempts to evade the grasp of Ayanami and the Military, so he can rediscover his memories and learn why he is the person that can change the fate of the world.

[Written by MAL Rewrite]",3555.0,1232,219200,2108,"['Action', 'Fantasy']",['Studio Deen'],"['Military', 'Mythology']",['Josei'],Manga,PG-13 - Teens 13 or older,25.0,spring,2009.0,['Ichijinsha'],[],['Discotek Media'],['Crunchyroll']
57313,0X1=Lovesong (I Know I Love You),0X1=LOVESONG (I Know I Love You),https://myanimelist.net/anime/57313/0X1_Lovesong_I_Know_I_Love_You,https://cdn.myanimelist.net/images/anime/1072/141567.jpg,Music,Finished Airing,6.0,144.0,2021-07-04T00:00:00+00:00,,"Music video for TOMORROW X TOGETHER's song 0X1=Lovesong (I Know I Love You) feat. pH-1, Woodie Gochild, Seori.",,21316,257,0,[],[],['Music'],[],Original,PG-13 - Teens 13 or older,1.0,,,[],[],[],[]
57101,1 Cho,1초,https://myanimelist.net/anime/57101/1_Cho,https://cdn.myanimelist.net/images/anime/1599/139552.jpg,TV,Finished Airing,,,2024-11-24T00:00:00+00:00,2025-01-05T00:00:00+00:00,"Every second counts when you're a first responder. But what if you could see a glimpse into the future? Hosu is a firefighter with the supernatural ability to do just that. There’s just one catch. It only works when he feels extreme stress under pressure. Will knowing what will happen ahead of time help Hosu extinguish fires before they completely destroy homes and lives? And will he learn to wield his ability when he needs it most?

(Source: Webtoon Entertainment)",17092.0,13470,1406,8,"['Action', 'Supernatural']",['Durufix'],[],[],Web manga,PG-13 - Teens 13 or older,13.0,fall,2024.0,[],[],[],[]
61749,1 Fenzhong Donghua Juchang,1分钟动画剧场,https://myanimelist.net/anime/61749/1_Fenzhong_Donghua_Juchang,https://cdn.myanimelist.net/images/anime/1135/150281.jpg,ONA,Finished Airing,,,2025-05-15T00:00:00+00:00,2025-05-16T00:00:00+00:00,,17090.0,24085,139,0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",[],[],[],Original,R - 17+ (violence & profanity),10.0,,,[],[],[],[]
1328,1 Pound no Fukuin,１ポンドの福音,https://myanimelist.net/anime/1328/1_Pound_no_Fukuin,https://cdn.myanimelist.net/images/anime/1577/99202.jpg,OVA,Finished Airing,6.31,3309.0,1988-12-02T00:00:00+00:00,,"Young boxer Kosaku Hatanaka was once Coach Mukoda's prized prospect and the only member of their gym to become a professional. In the short time he has been on the scene, however, he has racked up an unimpressive record, failing to even make his weight class for several matches. After a particularly embarrassing incident in the ring causes the cancellation of multiple upcoming fights, his coach tells him that his next bout may be his last if he fails to shape up.

After managing to break his diet by convincing a local novitiate, Sister Angela, to feed him, it seems certain that Kosaku will once again be too heavy to compete, ending his career on a forfeit. When Sister Angela hears of her unwitting part in Kosaku's gluttony, she is determined to set him on the path of righteousness—even when he seems more interested in the pretty girl under the cloth than in the word of the Lord.

[Written by MAL Rewrite]",8391.0,8291,6584,3,"['Comedy', 'Romance', 'Sports']",['Gallop'],['Combat Sports'],['Seinen'],Manga,PG-13 - Teens 13 or older,1.0,,,[],[],['VIZ Media'],[]
58098,1 Year,1year,https://myanimelist.net/anime/58098/1_Year,https://cdn.myanimelist.net/images/anime/1156/141362.jpg,Music,Finished Airing,5.8,162.0,2015-09-28T00:00:00+00:00,,Music video for 1 Year by PinocchioP feat. Hatsune Miku.,,20415,308,0,[],[],['Music'],[],Original,PG-13 - Teens 13 or older,1.0,,,[],[],[],[]
2730,1+2=Paradise,１＋２＝パラダイス,https://myanimelist.net/anime/2730/1_2_Paradise,https://cdn.myanimelist.net/images/anime/2/3679.jpg,OVA,Finished Airing,4.75,5449.0,1990-02-23T00:00:00+00:00,1990-04-27T00:00:00+00:00,"Yuusuke Yamamoto has a crippling phobia of women, and understandably so—the twin girls living next door tried to cut off his penis as a child. Unfortunately, Yuusuke's father is a gynecologist and needs him to overcome his fear so he can inherit the family business. To accomplish this, Yuusuke's father offers sanctuary to sisters Rika and Yuka Nakamura in their home while the girls are studying at the nearby college.

In a terrible twist of fate, when Yuusuke realizes that their guest room is too small for two people, he is forced to choose which of the sisters is allowed to stay. Desperate to win his favor, the brazen Yuka and the more reserved Rika are willing to do whatever it takes to impress and eventually sway Yuusuke—even if it means making things physical and personal.

[Written by MAL Rewrite]",13915.0,6528,11814,25,"['Comedy', 'Romance', 'Ecchi']",['J.C.Staff'],['Love Polygon'],['Seinen'],Manga,R+ - Mild Nudity,2.0,,,['Agent 21'],[],[],[]
6060,1-gatsu ni wa Christmas,1月にはChristmas,https://myanimelist.net/anime/6060/1-gatsu_ni_wa_Christmas,https://cdn.myanimelist.net/images/anime/11/46845.jpg,OVA,Finished Airing,5.43,1093.0,1991-11-21T00:00:00+00:00,,"During a snowy day just before Christmas, Mizuki Tateno, a girl with a twisted personality, moves into the house next door to university student Fujioka Junsho. 
Mizuki says ""I hate Christmas"". Why does she hate Christmas? Why does she have to live alone in a big house? An incident occurs right after Christmas and Mizuki's past is revealed.

(Source: Wikipedia, translated and edited)",12705.0,11669,2419,3,"['Drama', 'Romance']",['Magic Bus'],[],[],Manga,G - All Ages,1.0,,,['Omnibus Promotion'],[],[],[]
